split_regime,seed,method,record_id,group_id,y_true,y_pred
random,20260815,morgan_xgboost,5447,record:5447,1,0.9955235719680786
random,20260815,morgan_xgboost,5518,record:5518,1,0.971365213394165
random,20260815,morgan_xgboost,5526,record:5526,1,0.9772213697433472
random,20260815,morgan_xgboost,5530,record:5530,1,0.9712783694267273
random,20260815,morgan_xgboost,5542,record:5542,1,0.9957411289215088
random,20260815,morgan_xgboost,5557,record:5557,1,0.9939303398132324
random,20260815,morgan_xgboost,5596,record:5596,1,0.9732994437217712
random,20260815,morgan_xgboost,5622,record:5622,1,0.9774226546287537
random,20260815,morgan_xgboost,5630,record:5630,1,0.9933062195777893
random,20260815,morgan_xgboost,5665,record:5665,1,0.946239173412323
random,20260815,morgan_xgboost,5679,record:5679,1,0.7343240976333618
random,20260815,morgan_xgboost,5681,record:5681,1,0.8256347179412842
random,20260815,morgan_xgboost,5682,record:5682,1,0.8022243976593018
random,20260815,morgan_xgboost,5689,record:5689,1,0.9879814982414246
random,20260815,morgan_xgboost,5691,record:5691,1,0.9711889624595642
random,20260815,morgan_xgboost,5694,record:5694,1,0.9816159009933472
random,20260815,morgan_xgboost,5696,record:5696,1,0.9741870760917664
random,20260815,morgan_xgboost,5760,record:5760,1,0.9912090301513672
random,20260815,morgan_xgboost,5863,record:5863,1,0.935235321521759
random,20260815,morgan_xgboost,5870,record:5870,1,0.935235321521759
random,20260815,morgan_xgboost,5873,record:5873,1,0.935235321521759
random,20260815,morgan_xgboost,5874,record:5874,1,0.935235321521759
random,20260815,morgan_xgboost,5876,record:5876,1,0.935235321521759
random,20260815,morgan_xgboost,5877,record:5877,1,0.9734477400779724
random,20260815,morgan_xgboost,5878,record:5878,1,0.9734477400779724
random,20260815,morgan_xgboost,5882,record:5882,1,0.9734477400779724
random,20260815,morgan_xgboost,5886,record:5886,1,0.9734477400779724
random,20260815,morgan_xgboost,5887,record:5887,1,0.9734477400779724
random,20260815,morgan_xgboost,5897,record:5897,1,0.8857272863388062
random,20260815,morgan_xgboost,5920,record:5920,1,0.9734081029891968
random,20260815,morgan_xgboost,5929,record:5929,1,0.939851701259613
random,20260815,morgan_xgboost,5940,record:5940,1,0.9698740243911743
random,20260815,morgan_xgboost,5941,record:5941,1,0.9698740243911743
random,20260815,morgan_xgboost,5942,record:5942,1,0.9698740243911743
random,20260815,morgan_xgboost,5944,record:5944,1,0.9698740243911743
random,20260815,morgan_xgboost,5979,record:5979,1,0.9137508273124695
random,20260815,morgan_xgboost,5982,record:5982,1,0.8230109214782715
random,20260815,morgan_xgboost,5983,record:5983,1,0.3308585286140442
random,20260815,morgan_xgboost,5990,record:5990,1,0.9535179138183594
random,20260815,morgan_xgboost,5999,record:5999,1,0.9634316563606262
random,20260815,morgan_xgboost,6143,record:6143,1,0.86085444688797
random,20260815,morgan_xgboost,6155,record:6155,1,0.4025903344154358
random,20260815,morgan_xgboost,6162,record:6162,1,0.8542210459709167
random,20260815,morgan_xgboost,6163,record:6163,1,0.8542210459709167
random,20260815,morgan_xgboost,6266,record:6266,1,0.984653651714325
random,20260815,morgan_xgboost,6268,record:6268,1,0.9866048693656921
random,20260815,morgan_xgboost,6272,record:6272,1,0.9866048693656921
random,20260815,morgan_xgboost,6275,record:6275,1,0.9866048693656921
random,20260815,morgan_xgboost,6282,record:6282,1,0.9914212822914124
random,20260815,morgan_xgboost,6289,record:6289,1,0.99472975730896
random,20260815,morgan_xgboost,6293,record:6293,1,0.9474747776985168
random,20260815,morgan_xgboost,6379,record:6379,1,0.9770472049713135
random,20260815,morgan_xgboost,6403,record:6403,1,0.9950217008590698
random,20260815,morgan_xgboost,6407,record:6407,1,0.99126136302948
random,20260815,morgan_xgboost,6411,record:6411,1,0.993118405342102
random,20260815,morgan_xgboost,6417,record:6417,1,0.9950217008590698
random,20260815,morgan_xgboost,6447,record:6447,1,0.8417978286743164
random,20260815,morgan_xgboost,6504,record:6504,1,0.9695644974708557
random,20260815,morgan_xgboost,6539,record:6539,1,0.8080124855041504
random,20260815,morgan_xgboost,6634,record:6634,1,0.9572256803512573
random,20260815,morgan_xgboost,6704,record:6704,1,0.9719722867012024
random,20260815,morgan_xgboost,6710,record:6710,1,0.9879866242408752
random,20260815,morgan_xgboost,6713,record:6713,1,0.541189432144165
random,20260815,morgan_xgboost,6724,record:6724,1,0.9888026118278503
random,20260815,morgan_xgboost,6727,record:6727,1,0.9919601082801819
random,20260815,morgan_xgboost,6734,record:6734,1,0.9897221922874451
random,20260815,morgan_xgboost,6745,record:6745,1,0.5578091144561768
random,20260815,morgan_xgboost,6911,record:6911,1,0.9155802130699158
random,20260815,morgan_xgboost,6918,record:6918,1,0.982039749622345
random,20260815,morgan_xgboost,6919,record:6919,1,0.982039749622345
random,20260815,morgan_xgboost,6931,record:6931,1,0.9847508668899536
random,20260815,morgan_xgboost,6933,record:6933,1,0.9894744157791138
random,20260815,morgan_xgboost,7014,record:7014,1,0.70570307970047
random,20260815,morgan_xgboost,7052,record:7052,1,0.935660183429718
random,20260815,morgan_xgboost,7067,record:7067,1,0.9579969048500061
random,20260815,morgan_xgboost,7069,record:7069,1,0.9685244560241699
random,20260815,morgan_xgboost,7070,record:7070,1,0.9685244560241699
random,20260815,morgan_xgboost,7330,record:7330,1,0.9953970313072205
random,20260815,morgan_xgboost,7607,record:7607,1,0.842327892780304
random,20260815,morgan_xgboost,7839,record:7839,1,0.945033848285675
random,20260815,morgan_xgboost,7840,record:7840,1,0.9479367733001709
random,20260815,morgan_xgboost,7850,record:7850,1,0.31037965416908264
random,20260815,morgan_xgboost,7861,record:7861,1,0.987179696559906
random,20260815,morgan_xgboost,7972,record:7972,1,0.9638018012046814
random,20260815,morgan_xgboost,7993,record:7993,1,0.9317677617073059
random,20260815,morgan_xgboost,7996,record:7996,1,0.9451022744178772
random,20260815,morgan_xgboost,8048,record:8048,1,0.07602763175964355
random,20260815,morgan_xgboost,8071,record:8071,1,0.9350789189338684
random,20260815,morgan_xgboost,8074,record:8074,1,0.9235112071037292
random,20260815,morgan_xgboost,8075,record:8075,1,0.9235112071037292
random,20260815,morgan_xgboost,8080,record:8080,1,0.9396665096282959
random,20260815,morgan_xgboost,8085,record:8085,1,0.9363409280776978
random,20260815,morgan_xgboost,8544,record:8544,1,0.9478757977485657
random,20260815,morgan_xgboost,8682,record:8682,1,0.30110156536102295
random,20260815,morgan_xgboost,8776,record:8776,1,0.9928234815597534
random,20260815,morgan_xgboost,8968,record:8968,1,0.9157751798629761
random,20260815,morgan_xgboost,9035,record:9035,1,0.9058753848075867
random,20260815,morgan_xgboost,9108,record:9108,1,0.48865628242492676
random,20260815,morgan_xgboost,9199,record:9199,1,0.9812743067741394
random,20260815,morgan_xgboost,9213,record:9213,1,0.9820531606674194
random,20260815,morgan_xgboost,9289,record:9289,1,0.4832111895084381
random,20260815,morgan_xgboost,9327,record:9327,1,0.9717440605163574
random,20260815,morgan_xgboost,9333,record:9333,1,0.5648701190948486
random,20260815,morgan_xgboost,9336,record:9336,1,0.6404903531074524
random,20260815,morgan_xgboost,9338,record:9338,1,0.952194094657898
random,20260815,morgan_xgboost,9360,record:9360,1,0.9855367541313171
random,20260815,morgan_xgboost,9438,record:9438,1,0.9696341156959534
random,20260815,morgan_xgboost,9445,record:9445,1,0.9909864068031311
random,20260815,morgan_xgboost,9453,record:9453,1,0.9944509863853455
random,20260815,morgan_xgboost,9454,record:9454,1,0.988204836845398
random,20260815,morgan_xgboost,9472,record:9472,1,0.05962274223566055
random,20260815,morgan_xgboost,9492,record:9492,1,0.9730762243270874
random,20260815,morgan_xgboost,9503,record:9503,1,0.9843342900276184
random,20260815,morgan_xgboost,9599,record:9599,1,0.9899775981903076
random,20260815,morgan_xgboost,9615,record:9615,1,0.995197594165802
random,20260815,morgan_xgboost,9622,record:9622,1,0.996857762336731
random,20260815,morgan_xgboost,9631,record:9631,1,0.9945907592773438
random,20260815,morgan_xgboost,9632,record:9632,1,0.9945907592773438
random,20260815,morgan_xgboost,9633,record:9633,1,0.9945907592773438
random,20260815,morgan_xgboost,9700,record:9700,1,0.9736870527267456
random,20260815,morgan_xgboost,9766,record:9766,1,0.8092451691627502
random,20260815,morgan_xgboost,9787,record:9787,1,0.7201750874519348
random,20260815,morgan_xgboost,9805,record:9805,1,0.6545611023902893
random,20260815,morgan_xgboost,9811,record:9811,1,0.6756063103675842
random,20260815,morgan_xgboost,9832,record:9832,1,0.9867979884147644
random,20260815,morgan_xgboost,9927,record:9927,1,0.9714353084564209
random,20260815,morgan_xgboost,9973,record:9973,1,0.9912875294685364
random,20260815,morgan_xgboost,10066,record:10066,1,0.9671095013618469
random,20260815,morgan_xgboost,10245,record:10245,1,0.9759780168533325
random,20260815,morgan_xgboost,10251,record:10251,1,0.94376140832901
random,20260815,morgan_xgboost,10261,record:10261,1,0.9411062598228455
random,20260815,morgan_xgboost,10265,record:10265,1,0.8500641584396362
random,20260815,morgan_xgboost,10388,record:10388,1,0.9781270027160645
random,20260815,morgan_xgboost,10433,record:10433,1,0.8086545467376709
random,20260815,morgan_xgboost,10454,record:10454,1,0.9144700169563293
random,20260815,morgan_xgboost,10562,record:10562,1,0.8669405579566956
random,20260815,morgan_xgboost,10838,record:10838,1,0.992020308971405
random,20260815,morgan_xgboost,10849,record:10849,1,0.9909539818763733
random,20260815,morgan_xgboost,10864,record:10864,1,0.8682609796524048
random,20260815,morgan_xgboost,10935,record:10935,1,0.9664688110351562
random,20260815,morgan_xgboost,10958,record:10958,1,0.9924581050872803
random,20260815,morgan_xgboost,10978,record:10978,1,0.9551554918289185
random,20260815,morgan_xgboost,11167,record:11167,1,0.9601637721061707
random,20260815,morgan_xgboost,11276,record:11276,1,0.9946268200874329
random,20260815,morgan_xgboost,11597,record:11597,1,0.9917925596237183
random,20260815,morgan_xgboost,11640,record:11640,1,0.9692776799201965
random,20260815,morgan_xgboost,11646,record:11646,1,0.9705429077148438
random,20260815,morgan_xgboost,11648,record:11648,1,0.9953438639640808
random,20260815,morgan_xgboost,11726,record:11726,1,0.9259718060493469
random,20260815,morgan_xgboost,11728,record:11728,1,0.60689777135849
random,20260815,morgan_xgboost,11732,record:11732,1,0.9691716432571411
random,20260815,morgan_xgboost,11736,record:11736,1,0.9617109894752502
random,20260815,morgan_xgboost,11740,record:11740,1,0.983707845211029
random,20260815,morgan_xgboost,11747,record:11747,1,0.9588340520858765
random,20260815,morgan_xgboost,11749,record:11749,1,0.9588340520858765
random,20260815,morgan_xgboost,11751,record:11751,1,0.9825980067253113
random,20260815,morgan_xgboost,11756,record:11756,1,0.9930493831634521
random,20260815,morgan_xgboost,11757,record:11757,1,0.9930493831634521
random,20260815,morgan_xgboost,11758,record:11758,1,0.9894439578056335
random,20260815,morgan_xgboost,11759,record:11759,1,0.9894439578056335
random,20260815,morgan_xgboost,11762,record:11762,1,0.9862452745437622
random,20260815,morgan_xgboost,11763,record:11763,1,0.9862452745437622
random,20260815,morgan_xgboost,11766,record:11766,1,0.9855253100395203
random,20260815,morgan_xgboost,11767,record:11767,1,0.9855253100395203
random,20260815,morgan_xgboost,11769,record:11769,1,0.9718884229660034
random,20260815,morgan_xgboost,11774,record:11774,1,0.9718884229660034
random,20260815,morgan_xgboost,11798,record:11798,1,0.9756289720535278
random,20260815,morgan_xgboost,11800,record:11800,1,0.943816065788269
random,20260815,morgan_xgboost,11878,record:11878,1,0.9952160120010376
random,20260815,morgan_xgboost,11895,record:11895,1,0.7549249529838562
random,20260815,morgan_xgboost,11899,record:11899,1,0.3965086340904236
random,20260815,morgan_xgboost,11920,record:11920,1,0.9905329942703247
random,20260815,morgan_xgboost,12111,record:12111,1,0.5529363751411438
random,20260815,morgan_xgboost,12224,record:12224,1,0.934611976146698
random,20260815,morgan_xgboost,12231,record:12231,1,0.9519762396812439
random,20260815,morgan_xgboost,12232,record:12232,1,0.9519762396812439
random,20260815,morgan_xgboost,12235,record:12235,1,0.9597496390342712
random,20260815,morgan_xgboost,12239,record:12239,1,0.9224387407302856
random,20260815,morgan_xgboost,12240,record:12240,1,0.9343647360801697
random,20260815,morgan_xgboost,12246,record:12246,1,0.924063503742218
random,20260815,morgan_xgboost,12250,record:12250,1,0.9274245500564575
random,20260815,morgan_xgboost,12254,record:12254,1,0.7978847622871399
random,20260815,morgan_xgboost,12257,record:12257,1,0.9805572032928467
random,20260815,morgan_xgboost,12258,record:12258,1,0.989339292049408
random,20260815,morgan_xgboost,12265,record:12265,1,0.9872999787330627
random,20260815,morgan_xgboost,12275,record:12275,1,0.93685382604599
random,20260815,morgan_xgboost,12285,record:12285,1,0.8009705543518066
random,20260815,morgan_xgboost,12295,record:12295,1,0.9368799924850464
random,20260815,morgan_xgboost,12313,record:12313,1,0.9608359336853027
random,20260815,morgan_xgboost,12387,record:12387,1,0.6637017130851746
random,20260815,morgan_xgboost,12428,record:12428,1,0.990642249584198
random,20260815,morgan_xgboost,12471,record:12471,1,0.9506435394287109
random,20260815,morgan_xgboost,12473,record:12473,1,0.9853663444519043
random,20260815,morgan_xgboost,12486,record:12486,1,0.9516303539276123
random,20260815,morgan_xgboost,12630,record:12630,1,0.927301824092865
random,20260815,morgan_xgboost,12633,record:12633,1,0.9314317107200623
random,20260815,morgan_xgboost,12654,record:12654,1,0.9074762463569641
random,20260815,morgan_xgboost,12823,record:12823,1,0.9865671992301941
random,20260815,morgan_xgboost,12930,record:12930,1,0.6107133030891418
random,20260815,morgan_xgboost,12934,record:12934,1,0.5978978276252747
random,20260815,morgan_xgboost,12943,record:12943,1,0.9636380672454834
random,20260815,morgan_xgboost,12945,record:12945,1,0.9877404570579529
random,20260815,morgan_xgboost,12946,record:12946,1,0.9834514856338501
random,20260815,morgan_xgboost,12949,record:12949,1,0.9856886863708496
random,20260815,morgan_xgboost,12956,record:12956,1,0.9931047558784485
random,20260815,morgan_xgboost,12965,record:12965,1,0.9919030070304871
random,20260815,morgan_xgboost,12974,record:12974,1,0.998112678527832
random,20260815,morgan_xgboost,13023,record:13023,1,0.865832507610321
random,20260815,morgan_xgboost,13024,record:13024,1,0.865832507610321
random,20260815,morgan_xgboost,13055,record:13055,1,0.19993214309215546
random,20260815,morgan_xgboost,13076,record:13076,1,0.9767157435417175
random,20260815,morgan_xgboost,13182,record:13182,1,0.6730562448501587
random,20260815,morgan_xgboost,13191,record:13191,1,0.9894896149635315
random,20260815,morgan_xgboost,13193,record:13193,1,0.9894896149635315
random,20260815,morgan_xgboost,13195,record:13195,1,0.980823278427124
random,20260815,morgan_xgboost,13205,record:13205,1,0.9982295632362366
random,20260815,morgan_xgboost,13206,record:13206,1,0.9984763264656067
random,20260815,morgan_xgboost,13208,record:13208,1,0.9984763264656067
random,20260815,morgan_xgboost,13210,record:13210,1,0.9899887442588806
random,20260815,morgan_xgboost,13214,record:13214,1,0.9899887442588806
random,20260815,morgan_xgboost,13219,record:13219,1,0.9887027740478516
random,20260815,morgan_xgboost,13224,record:13224,1,0.9413613080978394
random,20260815,morgan_xgboost,13234,record:13234,1,0.9924484491348267
random,20260815,morgan_xgboost,13236,record:13236,1,0.9928505420684814
random,20260815,morgan_xgboost,13241,record:13241,1,0.9924464821815491
random,20260815,morgan_xgboost,13248,record:13248,1,0.9979852437973022
random,20260815,morgan_xgboost,13252,record:13252,1,0.9988312125205994
random,20260815,morgan_xgboost,13255,record:13255,1,0.9956810474395752
random,20260815,morgan_xgboost,13267,record:13267,1,0.9969677329063416
random,20260815,morgan_xgboost,13277,record:13277,1,0.9977936744689941
random,20260815,morgan_xgboost,13281,record:13281,1,0.9980582594871521
random,20260815,morgan_xgboost,13332,record:13332,1,0.9638229608535767
random,20260815,morgan_xgboost,13356,record:13356,1,0.991021454334259
random,20260815,morgan_xgboost,13436,record:13436,1,0.996307373046875
random,20260815,morgan_xgboost,13439,record:13439,1,0.9934113621711731
random,20260815,morgan_xgboost,13446,record:13446,1,0.998304009437561
random,20260815,morgan_xgboost,13450,record:13450,1,0.9972461462020874
random,20260815,morgan_xgboost,13453,record:13453,1,0.9979788661003113
random,20260815,morgan_xgboost,13528,record:13528,1,0.2577388286590576
random,20260815,morgan_xgboost,13576,record:13576,1,0.970711350440979
random,20260815,morgan_xgboost,13627,record:13627,1,0.8559116125106812
random,20260815,morgan_xgboost,13644,record:13644,1,0.7318118214607239
random,20260815,morgan_xgboost,13645,record:13645,1,0.7318118214607239
random,20260815,morgan_xgboost,13660,record:13660,1,0.9328030943870544
random,20260815,morgan_xgboost,13727,record:13727,1,0.990420401096344
random,20260815,morgan_xgboost,13738,record:13738,1,0.9882668852806091
random,20260815,morgan_xgboost,13740,record:13740,1,0.9862380027770996
random,20260815,morgan_xgboost,13848,record:13848,1,0.9953820109367371
random,20260815,morgan_xgboost,13855,record:13855,1,0.9910314083099365
random,20260815,morgan_xgboost,13865,record:13865,1,0.991031289100647
random,20260815,morgan_xgboost,14191,record:14191,1,0.9977645874023438
random,20260815,morgan_xgboost,14192,record:14192,1,0.9981379508972168
random,20260815,morgan_xgboost,14199,record:14199,1,0.9964524507522583
random,20260815,morgan_xgboost,14201,record:14201,1,0.9972881078720093
random,20260815,morgan_xgboost,14210,record:14210,1,0.9945260882377625
random,20260815,morgan_xgboost,14214,record:14214,1,0.997811496257782
random,20260815,morgan_xgboost,14230,record:14230,1,0.9966639876365662
random,20260815,morgan_xgboost,14236,record:14236,1,0.9964165687561035
random,20260815,morgan_xgboost,14238,record:14238,1,0.9965150356292725
random,20260815,morgan_xgboost,14293,record:14293,1,0.9892880916595459
random,20260815,morgan_xgboost,14301,record:14301,1,0.9947711825370789
random,20260815,morgan_xgboost,14302,record:14302,1,0.9872356057167053
random,20260815,morgan_xgboost,14313,record:14313,1,0.9972774386405945
random,20260815,morgan_xgboost,14324,record:14324,1,0.9961796998977661
random,20260815,morgan_xgboost,14328,record:14328,1,0.9921672940254211
random,20260815,morgan_xgboost,14334,record:14334,1,0.9950342178344727
random,20260815,morgan_xgboost,14339,record:14339,1,0.9816934466362
